frame,vehicle_type,estimated_speed,status
1308,car,20,OK
1308,car,81,OVER-SPEED
1308,car,23,OK
1308,car,16,OK
1308,car,77,OVER-SPEED
1308,car,19,OK
1308,car,17,OK
1308,car,19,OK
1308,car,16,OK
1308,car,57,OK
1308,car,17,OK
1308,car,15,OK
1308,car,62,OVER-SPEED
1308,car,14,OK
1309,car,64,OVER-SPEED
1309,car,24,OK
1309,car,56,OK
1309,car,20,OK
1309,car,81,OVER-SPEED
1309,car,23,OK
1309,car,15,OK
1309,car,19,OK
1309,car,77,OVER-SPEED
1309,car,17,OK
1309,car,19,OK
1309,car,57,OK
1309,car,16,OK
1309,car,17,OK
1309,car,15,OK
1309,car,62,OVER-SPEED
1309,car,14,OK
1310,car,64,OVER-SPEED
1310,car,24,OK
1310,car,19,OK
1310,car,56,OK
1310,car,80,OVER-SPEED
1310,car,19,OK
1310,car,22,OK
1310,car,93,OVER-SPEED
1310,car,21,OK
1310,car,38,OK
1310,car,15,OK
1310,car,17,OK
1310,car,14,OK
1310,car,15,OK
1311,car,64,OVER-SPEED
1311,car,55,OK
1311,car,24,OK
1311,car,20,OK
1311,car,79,OVER-SPEED
1311,car,21,OK
1311,car,83,OVER-SPEED
1311,car,22,OK
1311,car,22,OK
1311,car,16,OK
1311,car,16,OK
1311,car,49,OK
1311,car,24,OK
1311,car,16,OK
1312,car,20,OK
1312,car,62,OVER-SPEED
1312,car,24,OK
1312,car,52,OK
1312,car,21,OK
1312,car,74,OVER-SPEED
1312,car,21,OK
1312,car,77,OVER-SPEED
1312,car,16,OK
1312,car,21,OK
1312,car,15,OK
1313,car,19,OK
1313,car,58,OK
1313,car,24,OK
1313,car,73,OVER-SPEED
1313,car,53,OK
1313,car,22,OK
1313,car,21,OK
1313,car,21,OK
1313,car,15,OK
1313,car,14,OK
1313,car,16,OK
1314,car,23,OK
1314,car,49,OK
1314,car,71,OVER-SPEED
1314,car,55,OK
1314,car,20,OK
1314,car,22,OK
1314,car,22,OK
1314,car,21,OK
1314,car,17,OK
1314,car,14,OK
1314,car,14,OK
1314,car,14,OK
1315,car,23,OK
1315,car,49,OK
1315,car,71,OVER-SPEED
1315,car,55,OK
1315,car,20,OK
1315,car,22,OK
1315,car,22,OK
1315,car,21,OK
1315,car,17,OK
1315,car,14,OK
1315,car,14,OK
1315,car,14,OK
1316,car,56,OK
1316,car,49,OK
1316,car,23,OK
1316,car,20,OK
1316,car,67,OVER-SPEED
1316,car,22,OK
1316,car,21,OK
1316,car,23,OK
1316,car,13,OK
1316,car,13,OK
1316,car,17,OK
1317,car,53,OK
1317,car,68,OVER-SPEED
1317,car,23,OK
1317,car,47,OK
1317,car,21,OK
1317,car,20,OK
1317,car,23,OK
1317,car,22,OK
1317,car,13,OK
1317,car,39,OK
1317,car,76,OVER-SPEED
1317,car,76,OVER-SPEED
1317,car,17,OK
1317,car,14,OK
1318,car,52,OK
1318,car,46,OK
1318,car,24,OK
1318,car,66,OVER-SPEED
1318,car,22,OK
1318,car,21,OK
1318,car,84,OVER-SPEED
1318,car,21,OK
1318,car,24,OK
1318,car,12,OK
1318,car,18,OK
1318,car,18,OK
1318,car,13,OK
1319,car,53,OK
1319,car,64,OVER-SPEED
1319,car,21,OK
1319,car,23,OK
1319,car,21,OK
1319,car,41,OK
1319,car,22,OK
1319,car,22,OK
1319,car,84,OVER-SPEED
1319,car,13,OK
1319,car,16,OK
1319,car,16,OK
1319,car,19,OK
1320,car,52,OK
1320,car,86,OVER-SPEED
1320,car,42,OK
1320,car,23,OK
1320,car,21,OK
1320,car,64,OVER-SPEED
1320,car,22,OK
1320,car,25,OK
1320,car,24,OK
1320,car,32,OK
1320,car,14,OK
1320,car,15,OK
1320,car,16,OK
1320,car,19,OK
1320,car,13,OK
1320,car,13,OK
1321,car,52,OK
1321,car,86,OVER-SPEED
1321,car,42,OK
1321,car,23,OK
1321,car,21,OK
1321,car,22,OK
1321,car,64,OVER-SPEED
1321,car,25,OK
1321,car,24,OK
1321,car,14,OK
1321,car,32,OK
1321,car,15,OK
1321,car,16,OK
1321,car,19,OK
1321,car,13,OK
1321,car,13,OK
1322,car,52,OK
1322,car,42,OK
1322,car,89,OVER-SPEED
1322,car,27,OK
1322,car,25,OK
1322,car,61,OVER-SPEED
1322,car,23,OK
1322,car,20,OK
1322,car,24,OK
1322,car,16,OK
1322,car,20,OK
1322,car,14,OK
1322,car,14,OK
1323,car,51,OK
1323,car,40,OK
1323,car,95,OVER-SPEED
1323,car,25,OK
1323,car,25,OK
1323,car,22,OK
1323,car,20,OK
1323,car,61,OVER-SPEED
1323,car,23,OK
1323,car,16,OK
1323,car,20,OK
1323,car,15,OK
1323,car,12,OK
1324,car,50,OK
1324,car,38,OK
1324,car,25,OK
1324,car,98,OVER-SPEED
1324,car,26,OK
1324,car,59,OK
1324,car,21,OK
1324,car,25,OK
1324,car,21,OK
1324,car,16,OK
1324,car,20,OK
1325,car,39,OK
1325,car,48,OK
1325,car,85,OVER-SPEED
1325,car,24,OK
1325,car,21,OK
1325,car,26,OK
1325,car,58,OK
1325,car,20,OK
1325,car,25,OK
1325,car,15,OK
1325,car,20,OK
1325,car,15,OK
1326,car,81,OVER-SPEED
1326,car,27,OK
1326,car,57,OK
1326,car,47,OK
1326,car,40,OK
1326,car,21,OK
1326,car,21,OK
1326,car,24,OK
1326,car,27,OK
1326,car,21,OK
1326,car,15,OK
1326,car,15,OK
1326,car,15,OK
1326,car,15,OK
1327,car,81,OVER-SPEED
1327,car,27,OK
1327,car,57,OK
1327,car,47,OK
1327,car,40,OK
1327,car,21,OK
1327,car,21,OK
1327,car,24,OK
1327,car,27,OK
1327,car,21,OK
1327,car,15,OK
1327,car,16,OK
1327,car,15,OK
1328,car,38,OK
1328,car,81,OVER-SPEED
1328,car,27,OK
1328,car,46,OK
1328,car,30,OK
1328,car,25,OK
1328,car,57,OK
1328,car,21,OK
1328,car,21,OK
1328,car,15,OK
1328,car,16,OK
1328,car,18,OK
1329,car,35,OK
1329,car,78,OVER-SPEED
1329,car,55,OK
1329,car,45,OK
1329,car,28,OK
1329,car,24,OK
1329,car,23,OK
1329,car,20,OK
1329,car,30,OK
1329,car,16,OK
1329,car,18,OK
1329,car,21,OK
1330,car,37,OK
1330,car,77,OVER-SPEED
1330,car,45,OK
1330,car,25,OK
1330,car,27,OK
1330,car,30,OK
1330,car,22,OK
1330,car,22,OK
1330,car,52,OK
1330,car,19,OK
1330,car,16,OK
1330,car,23,OK
1330,car,13,OK
1331,car,36,OK
1331,car,75,OVER-SPEED
1331,car,44,OK
1331,car,26,OK
1331,car,31,OK
1331,car,32,OK
1331,car,23,OK
1331,car,51,OK
1331,car,20,OK
1331,car,18,OK
1331,car,23,OK
1331,car,16,OK
1332,car,44,OK
1332,car,71,OVER-SPEED
1332,car,32,OK
1332,car,34,OK
1332,car,30,OK
1332,car,34,OK
1332,car,23,OK
1332,car,52,OK
1332,car,19,OK
1332,car,16,OK
1332,car,22,OK
1332,car,20,OK
1333,car,44,OK
1333,car,71,OVER-SPEED
1333,car,34,OK
1333,car,32,OK
1333,car,30,OK
1333,car,34,OK
1333,car,23,OK
1333,car,52,OK
1333,car,19,OK
1333,car,16,OK
1333,car,22,OK
1333,car,19,OK
1334,car,70,OVER-SPEED
1334,car,35,OK
1334,car,32,OK
1334,car,44,OK
1334,car,33,OK
1334,car,28,OK
1334,car,50,OK
1334,car,23,OK
1334,car,17,OK
1334,car,19,OK
1334,car,24,OK
1334,car,18,OK
1335,car,69,OVER-SPEED
1335,car,44,OK
1335,car,34,OK
1335,car,35,OK
1335,car,33,OK
1335,car,29,OK
1335,car,23,OK
1335,car,51,OK
1335,car,17,OK
1335,car,25,OK
1335,car,19,OK
1335,car,19,OK
1336,car,31,OK
1336,car,43,OK
1336,car,34,OK
1336,car,68,OVER-SPEED
1336,car,35,OK
1336,car,36,OK
1336,car,19,OK
1336,car,50,OK
1336,car,17,OK
1336,car,19,OK
1336,car,21,OK
1336,car,25,OK
1336,car,20,OK
1336,car,18,OK
1337,car,43,OK
1337,car,40,OK
1337,car,32,OK
1337,car,33,OK
1337,car,36,OK
1337,car,66,OVER-SPEED
1337,car,20,OK
1337,car,50,OK
1337,car,18,OK
1337,car,21,OK
1337,car,18,OK
1337,car,25,OK
1337,car,15,OK
1337,car,18,OK
1338,car,40,OK
1338,car,33,OK
1338,car,39,OK
1338,car,43,OK
1338,car,33,OK
1338,car,66,OVER-SPEED
1338,car,20,OK
1338,car,18,OK
1338,car,23,OK
1338,car,18,OK
1338,car,38,OK
1338,car,25,OK
1338,car,14,OK
1338,car,47,OK
1338,car,12,OK
1339,car,40,OK
1339,car,33,OK
1339,car,39,OK
1339,car,43,OK
1339,car,33,OK
1339,car,66,OVER-SPEED
1339,car,20,OK
1339,car,18,OK
1339,car,23,OK
1339,car,18,OK
1339,car,25,OK
1339,car,38,OK
1339,car,14,OK
1339,car,47,OK
1339,car,12,OK
1340,car,33,OK
1340,car,32,OK
1340,car,40,OK
1340,car,63,OVER-SPEED
1340,car,41,OK
1340,car,40,OK
1340,car,18,OK
1340,car,24,OK
1340,car,19,OK
1340,car,46,OK
1340,car,17,OK
1340,car,26,OK
1340,car,14,OK
1340,car,19,OK
1341,car,41,OK
1341,car,43,OK
1341,car,62,OVER-SPEED
1341,car,32,OK
1341,car,37,OK
1341,car,40,OK
1341,car,48,OK
1341,car,19,OK
1341,car,19,OK
1341,car,28,OK
1341,car,22,OK
1341,car,17,OK
1341,car,15,OK
1342,car,45,OK
1342,car,62,OVER-SPEED
1342,car,40,OK
1342,car,38,OK
1342,car,41,OK
1342,car,31,OK
1342,car,19,OK
1342,car,46,OK
1342,car,24,OK
1342,car,19,OK
1342,car,27,OK
1342,car,17,OK
1342,car,14,OK
1342,car,19,OK
1343,car,43,OK
1343,car,58,OK
1343,car,39,OK
1343,car,47,OK
1343,car,38,OK
1343,car,31,OK
1343,car,19,OK
1343,car,44,OK
1343,car,24,OK
1343,car,27,OK
1343,car,19,OK
1343,car,17,OK
1343,car,19,OK
1343,car,14,OK
1344,car,46,OK
1344,car,55,OK
1344,car,48,OK
1344,car,39,OK
1344,car,38,OK
1344,car,31,OK
1344,car,44,OK
1344,car,24,OK
1344,car,19,OK
1344,car,28,OK
1344,car,20,OK
1344,car,17,OK
1344,car,14,OK
1345,car,46,OK
1345,car,55,OK
1345,car,48,OK
1345,car,39,OK
1345,car,37,OK
1345,car,31,OK
1345,car,44,OK
1345,car,24,OK
1345,car,19,OK
1345,car,28,OK
1345,car,20,OK
1345,car,15,OK
1345,car,17,OK
1346,car,31,OK
1346,car,62,OVER-SPEED
1346,car,38,OK
1346,car,44,OK
1346,car,49,OK
1346,car,53,OK
1346,car,27,OK
1346,car,19,OK
1346,car,40,OK
1346,car,21,OK
1346,car,30,OK
1346,car,15,OK
1346,car,17,OK
1346,car,9,OK
1346,car,18,OK
1347,car,31,OK
1347,car,38,OK
1347,car,55,OK
1347,car,56,OK
1347,car,43,OK
1347,car,21,OK
1347,car,42,OK
1347,car,28,OK
1347,car,19,OK
1347,car,49,OK
1347,car,30,OK
1347,car,15,OK
1347,car,17,OK
1347,car,9,OK
1347,car,24,OK
1348,car,30,OK
1348,car,55,OK
1348,car,57,OK
1348,car,39,OK
1348,car,53,OK
1348,car,19,OK
1348,car,21,OK
1348,car,32,OK
1348,car,44,OK
1348,car,41,OK
1348,car,25,OK
1348,car,14,OK
1348,car,16,OK
1348,car,31,OK
1348,car,9,OK
1349,car,39,OK
1349,car,30,OK
1349,car,54,OK
1349,car,59,OK
1349,car,54,OK
1349,car,19,OK
1349,car,29,OK
1349,car,46,OK
1349,car,41,OK
1349,car,21,OK
1349,car,33,OK
1349,car,14,OK
1349,car,37,OK
1349,car,10,OK
1349,car,16,OK
1349,car,15,OK
1350,car,37,OK
1350,car,50,OK
1350,car,29,OK
1350,car,64,OVER-SPEED
1350,car,57,OK
1350,car,54,OK
1350,car,29,OK
1350,car,18,OK
1350,car,21,OK
1350,car,39,OK
1350,car,11,OK
1350,car,34,OK
1350,car,14,OK
1350,car,17,OK
1350,car,14,OK
1350,car,43,OK
1351,car,37,OK
1351,car,50,OK
1351,car,29,OK
1351,car,64,OVER-SPEED
1351,car,57,OK
1351,car,54,OK
1351,car,29,OK
1351,car,18,OK
1351,car,21,OK
1351,car,39,OK
1351,car,11,OK
1351,car,34,OK
1351,car,14,OK
1351,car,17,OK
1351,car,14,OK
1351,car,43,OK
1352,car,37,OK
1352,car,28,OK
1352,car,48,OK
1352,car,68,OVER-SPEED
1352,car,31,OK
1352,car,54,OK
1352,car,18,OK
1352,car,21,OK
1352,car,59,OK
1352,car,39,OK
1352,car,48,OK
1352,car,34,OK
1352,car,17,OK
1352,car,11,OK
1352,car,15,OK
1352,car,14,OK
1353,car,37,OK
1353,car,29,OK
1353,car,22,OK
1353,car,74,OVER-SPEED
1353,car,61,OVER-SPEED
1353,car,49,OK
1353,car,57,OK
1353,car,30,OK
1353,car,53,OK
1353,car,18,OK
1353,car,37,OK
1353,car,35,OK
1353,car,16,OK
1353,car,10,OK
1353,car,17,OK
1353,car,14,OK
1354,car,79,OVER-SPEED
1354,car,36,OK
1354,car,28,OK
1354,car,49,OK
1354,car,31,OK
1354,car,22,OK
1354,car,60,OK
1354,car,58,OK
1354,car,66,OVER-SPEED
1354,car,18,OK
1354,car,38,OK
1354,car,36,OK
1354,car,16,OK
1354,car,11,OK
1354,car,12,OK
1354,car,17,OK
1354,truck,35,OK
1354,car,11,OK
1355,car,28,OK
1355,car,35,OK
1355,car,46,OK
1355,car,34,OK
1355,car,23,OK
1355,car,63,OVER-SPEED
1355,car,70,OVER-SPEED
1355,car,65,OVER-SPEED
1355,car,88,OVER-SPEED
1355,car,16,OK
1355,car,17,OK
1355,car,36,OK
1355,car,38,OK
1355,car,9,OK
1355,car,17,OK
1355,bus,38,OK
1355,car,11,OK
1355,car,11,OK
1356,car,67,OVER-SPEED
1356,car,35,OK
1356,car,44,OK
1356,car,28,OK
1356,car,22,OK
1356,car,73,OVER-SPEED
1356,car,34,OK
1356,car,69,OVER-SPEED
1356,car,35,OK
1356,car,17,OK
1356,car,92,OVER-SPEED
1356,car,38,OK
1356,car,18,OK
1356,car,17,OK
1356,car,12,OK
1356,car,11,OK
1357,car,67,OVER-SPEED
1357,car,34,OK
1357,car,44,OK
1357,car,28,OK
1357,car,22,OK
1357,car,73,OVER-SPEED
1357,car,34,OK
1357,car,69,OVER-SPEED
1357,car,35,OK
1357,car,92,OVER-SPEED
1357,car,17,OK
1357,car,39,OK
1357,car,18,OK
1357,car,17,OK
1357,car,12,OK
1357,car,11,OK
1358,car,44,OK
1358,car,71,OVER-SPEED
1358,car,36,OK
1358,car,28,OK
1358,car,34,OK
1358,car,73,OVER-SPEED
1358,car,80,OVER-SPEED
1358,car,24,OK
1358,car,77,OVER-SPEED
1358,car,18,OK
1358,car,33,OK
1358,car,41,OK
1358,car,17,OK
1358,car,12,OK
1358,car,10,OK
1359,car,44,OK
1359,car,37,OK
1359,car,25,OK
1359,car,27,OK
1359,car,75,OVER-SPEED
1359,car,34,OK
1359,car,17,OK
1359,car,81,OVER-SPEED
1359,car,32,OK
1359,car,89,OVER-SPEED
1359,car,78,OVER-SPEED
1359,car,43,OK
1359,car,17,OK
1359,truck,42,OK
1359,car,12,OK
1359,car,17,OK
1359,car,10,OK
1360,car,37,OK
1360,car,43,OK
1360,car,26,OK
1360,car,25,OK
1360,car,86,OVER-SPEED
1360,car,34,OK
1360,car,79,OVER-SPEED
1360,car,88,OVER-SPEED
1360,car,18,OK
1360,car,17,OK
1360,car,30,OK
1360,car,13,OK
1360,car,12,OK
1360,car,80,OVER-SPEED
1360,car,45,OK
1360,truck,44,OK
1360,car,17,OK
1360,bus,45,OK
1361,car,40,OK
1361,car,43,OK
1361,car,34,OK
1361,car,27,OK
1361,car,26,OK
1361,car,78,OVER-SPEED
1361,car,80,OVER-SPEED
1361,car,17,OK
1361,car,34,OK
1361,car,79,OVER-SPEED
1361,car,17,OK
1361,car,12,OK
1361,car,13,OK
1361,car,46,OK
1361,car,16,OK
1361,truck,46,OK
1362,car,42,OK
1362,car,27,OK
1362,car,25,OK
1362,car,42,OK
1362,car,76,OVER-SPEED
1362,car,69,OVER-SPEED
1362,car,70,OVER-SPEED
1362,car,34,OK
1362,car,14,OK
1362,car,33,OK
1362,car,13,OK
1362,car,47,OK
1362,car,18,OK
1362,car,17,OK
1362,car,16,OK
1362,car,12,OK
1363,car,42,OK
1363,car,27,OK
1363,car,25,OK
1363,car,42,OK
1363,car,76,OVER-SPEED
1363,car,69,OVER-SPEED
1363,car,70,OVER-SPEED
1363,car,34,OK
1363,car,14,OK
1363,car,33,OK
1363,car,47,OK
1363,car,13,OK
1363,car,18,OK
1363,car,17,OK
1363,car,16,OK
1363,car,12,OK
1364,car,43,OK
1364,car,26,OK
1364,car,26,OK
1364,car,42,OK
1364,car,75,OVER-SPEED
1364,car,58,OK
1364,car,34,OK
1364,car,14,OK
1364,car,18,OK
1364,car,32,OK
1364,car,17,OK
1364,car,49,OK
1364,car,13,OK
1364,car,16,OK
1365,car,41,OK
1365,car,26,OK
1365,car,27,OK
1365,car,72,OVER-SPEED
1365,car,45,OK
1365,car,46,OK
1365,car,33,OK
1365,car,19,OK
1365,car,33,OK
1365,car,14,OK
1365,car,11,OK
1365,car,52,OK
1365,truck,51,OK
1365,car,16,OK
1365,bus,51,OK
1366,car,45,OK
1366,car,41,OK
1366,car,25,OK
1366,car,27,OK
1366,car,31,OK
1366,car,71,OVER-SPEED
1366,car,32,OK
1366,car,20,OK
1366,car,31,OK
1366,car,12,OK
1366,car,14,OK
1366,car,53,OK
1366,car,16,OK
1366,car,16,OK
1366,bus,53,OK
1366,truck,54,OK
1367,car,25,OK
1367,car,29,OK
1367,car,47,OK
1367,car,40,OK
1367,car,30,OK
1367,car,20,OK
1367,car,68,OVER-SPEED
1367,car,12,OK
1367,car,14,OK
1367,car,31,OK
1367,car,54,OK
1367,car,16,OK
1367,truck,55,OK
1368,car,50,OK
1368,car,30,OK
1368,car,25,OK
1368,car,39,OK
1368,car,67,OVER-SPEED
1368,car,30,OK
1368,car,58,OK
1368,car,20,OK
1368,car,11,OK
1368,car,14,OK
1368,car,28,OK
1368,car,15,OK
1368,truck,58,OK
1369,car,30,OK
1369,car,50,OK
1369,car,25,OK
1369,car,39,OK
1369,car,67,OVER-SPEED
1369,car,30,OK
1369,car,20,OK
1369,car,58,OK
1369,car,12,OK
1369,car,14,OK
1369,car,28,OK
1369,car,16,OK
1369,truck,58,OK
1370,car,25,OK
1370,car,38,OK
1370,car,50,OK
1370,car,30,OK
1370,car,13,OK
1370,car,30,OK
1370,car,21,OK
1370,car,24,OK
1370,car,14,OK
1370,car,65,OVER-SPEED
1370,car,63,OVER-SPEED
1370,car,15,OK
1370,truck,63,OVER-SPEED
1371,car,30,OK
1371,car,37,OK
1371,car,25,OK
1371,car,54,OK
1371,car,14,OK
1371,car,31,OK
1371,car,67,OVER-SPEED
1371,car,26,OK
1371,car,14,OK
1371,car,62,OVER-SPEED
1371,car,21,OK
1371,truck,66,OVER-SPEED
1371,car,15,OK
1372,car,37,OK
1372,car,59,OK
1372,car,24,OK
1372,car,31,OK
1372,car,62,OVER-SPEED
1372,car,20,OK
1372,truck,70,OVER-SPEED
1372,car,31,OK
1372,car,14,OK
1372,car,26,OK
1372,car,70,OVER-SPEED
1372,car,15,OK
1372,car,13,OK
1372,car,16,OK
1373,car,37,OK
1373,car,33,OK
1373,car,24,OK
1373,car,61,OVER-SPEED
1373,car,62,OVER-SPEED
1373,car,29,OK
1373,car,21,OK
1373,car,14,OK
1373,car,12,OK
1373,truck,74,OVER-SPEED
1373,car,74,OVER-SPEED
1373,car,24,OK
1373,car,14,OK
1373,car,16,OK
1374,car,24,OK
1374,car,28,OK
1374,car,34,OK
1374,car,37,OK
1374,car,65,OVER-SPEED
1374,car,80,OVER-SPEED
1374,car,59,OK
1374,car,21,OK
1374,car,13,OK
1374,car,15,OK
1374,car,25,OK
1375,car,24,OK
1375,car,28,OK
1375,car,34,OK
1375,car,37,OK
1375,car,65,OVER-SPEED
1375,car,80,OVER-SPEED
1375,car,59,OK
1375,car,21,OK
1375,car,13,OK
1375,car,15,OK
1375,car,25,OK
1376,car,35,OK
1376,car,57,OK
1376,car,30,OK
1376,car,35,OK
1376,car,23,OK
1376,car,20,OK
1376,car,15,OK
1376,car,15,OK
1376,car,66,OVER-SPEED
1376,car,85,OVER-SPEED
1376,truck,85,OVER-SPEED
1376,car,27,OK
1376,car,17,OK
1376,car,47,OK
1377,car,30,OK
1377,car,24,OK
1377,car,35,OK
1377,car,57,OK
1377,car,36,OK
1377,car,22,OK
1377,car,92,OVER-SPEED
1377,car,17,OK
1377,car,15,OK
1377,car,24,OK
1377,car,53,OK
1377,car,16,OK
1377,truck,91,OVER-SPEED
1378,car,23,OK
1378,car,29,OK
1378,car,52,OK
1378,car,37,OK
1378,car,54,OK
1378,car,24,OK
1378,car,17,OK
1378,car,28,OK
1378,car,16,OK
1378,car,97,OVER-SPEED
1378,truck,98,OVER-SPEED
1378,car,34,OK
1378,car,23,OK
1378,car,98,OVER-SPEED
1378,car,16,OK
1379,car,40,OK
1379,car,23,OK
1379,car,34,OK
1379,car,54,OK
1379,car,28,OK
1379,car,56,OK
1379,car,17,OK
1379,car,16,OK
1379,car,25,OK
1379,car,65,OVER-SPEED
1379,car,16,OK
1379,car,111,OVER-SPEED
1379,car,23,OK
1379,car,103,OVER-SPEED
1379,car,67,OVER-SPEED
1379,truck,107,OVER-SPEED
1379,bus,111,OVER-SPEED
1380,car,41,OK
1380,car,17,OK
1380,car,28,OK
1380,car,23,OK
1380,car,54,OK
1380,car,25,OK
1380,car,111,OVER-SPEED
1380,car,32,OK
1380,car,16,OK
1380,car,44,OK
1380,car,75,OVER-SPEED
1380,car,16,OK
1380,car,23,OK
1380,car,108,OVER-SPEED
1380,car,12,OK
1381,car,41,OK
1381,car,17,OK
1381,car,25,OK
1381,car,23,OK
1381,car,54,OK
1381,car,28,OK
1381,car,111,OVER-SPEED
1381,car,32,OK
1381,car,16,OK
1381,car,44,OK
1381,car,75,OVER-SPEED
1381,car,16,OK
1381,car,23,OK
1381,car,108,OVER-SPEED
1381,car,12,OK
1382,car,19,OK
1382,car,44,OK
1382,car,33,OK
1382,car,26,OK
1382,car,23,OK
1382,car,51,OK
1382,car,23,OK
1382,car,113,OVER-SPEED
1382,car,81,OVER-SPEED
1382,car,16,OK
1382,car,113,OVER-SPEED
1382,car,16,OK
1382,car,25,OK
1383,car,51,OK
1383,car,31,OK
1383,car,46,OK
1383,car,20,OK
1383,car,27,OK
1383,car,24,OK
1383,car,24,OK
1383,car,84,OVER-SPEED
1383,car,16,OK
1383,car,16,OK
1383,car,24,OK
1383,car,117,OVER-SPEED
1384,car,50,OK
1384,car,29,OK
1384,car,27,OK
1384,car,49,OK
1384,car,20,OK
1384,car,26,OK
1384,car,17,OK
1384,car,22,OK
1384,car,82,OVER-SPEED
1384,car,121,OVER-SPEED
1384,car,99,OVER-SPEED
1384,car,16,OK
1384,car,22,OK
1385,car,29,OK
1385,car,48,OK
1385,car,50,OK
1385,car,27,OK
1385,car,19,OK
1385,car,26,OK
1385,car,94,OVER-SPEED
1385,car,16,OK
1385,car,22,OK
1385,car,122,OVER-SPEED
1385,car,17,OK
1385,truck,124,OVER-SPEED
1385,car,24,OK
1386,car,28,OK
1386,car,48,OK
1386,car,26,OK
1386,car,26,OK
1386,car,19,OK
1386,car,55,OK
1386,car,22,OK
1386,car,97,OVER-SPEED
1386,car,17,OK
1386,truck,118,OVER-SPEED
1386,bus,119,OVER-SPEED
1386,car,17,OK
1386,car,25,OK
1387,car,28,OK
1387,car,48,OK
1387,car,26,OK
1387,car,26,OK
1387,car,55,OK
1387,car,19,OK
1387,car,22,OK
1387,car,97,OVER-SPEED
1387,car,17,OK
1387,truck,118,OVER-SPEED
1387,bus,119,OVER-SPEED
1387,car,17,OK
1387,car,25,OK
1388,car,27,OK
1388,car,28,OK
1388,car,46,OK
1388,car,26,OK
1388,car,57,OK
1388,car,22,OK
1388,car,21,OK
1388,bus,113,OVER-SPEED
1388,car,18,OK
1388,truck,114,OVER-SPEED
1388,car,92,OVER-SPEED
1388,truck,93,OVER-SPEED
1388,car,25,OK
1389,car,27,OK
1389,car,47,OK
1389,car,31,OK
1389,car,21,OK
1389,car,25,OK
1389,car,21,OK
1389,car,60,OK
1389,car,17,OK
1389,truck,111,OVER-SPEED
1389,car,89,OVER-SPEED
1389,bus,109,OVER-SPEED
1389,car,21,OK
1389,car,17,OK
1390,car,30,OK
1390,car,25,OK
1390,car,25,OK
1390,car,62,OVER-SPEED
1390,car,22,OK
1390,bus,108,OVER-SPEED
1390,car,18,OK
1390,car,20,OK
1390,car,45,OK
1390,truck,107,OVER-SPEED
1390,car,84,OVER-SPEED
1391,car,29,OK
1391,car,25,OK
1391,car,18,OK
1391,car,22,OK
1391,car,24,OK
1391,car,45,OK
1391,car,68,OVER-SPEED
1391,truck,102,OVER-SPEED
1391,car,20,OK
1391,car,81,OVER-SPEED
1392,car,26,OK
1392,car,43,OK
1392,car,17,OK
1392,car,32,OK
1392,truck,101,OVER-SPEED
1392,car,24,OK
1392,car,72,OVER-SPEED
1392,car,20,OK
1392,car,21,OK
1392,car,74,OVER-SPEED
1393,car,26,OK
1393,car,43,OK
1393,car,17,OK
1393,car,31,OK
1393,truck,101,OVER-SPEED
1393,car,24,OK
1393,car,72,OVER-SPEED
1393,car,20,OK
1393,car,21,OK
1393,car,74,OVER-SPEED
1394,car,43,OK
1394,car,32,OK
1394,car,26,OK
1394,car,23,OK
1394,car,74,OVER-SPEED
1394,car,18,OK
1394,truck,97,OVER-SPEED
1394,car,24,OK
1394,car,74,OVER-SPEED
1394,car,20,OK
1394,truck,21,OK
1394,car,13,OK
1395,car,32,OK
1395,car,40,OK
1395,car,73,OVER-SPEED
1395,car,25,OK
1395,car,19,OK
1395,car,24,OK
1395,car,21,OK
1395,car,24,OK
1395,car,78,OVER-SPEED
1395,truck,95,OVER-SPEED
1395,car,14,OK
1395,car,95,OVER-SPEED
1396,car,33,OK
1396,car,25,OK
1396,car,73,OVER-SPEED
1396,truck,93,OVER-SPEED
1396,car,19,OK
1396,car,19,OK
1396,car,39,OK
1396,car,24,OK
1396,car,75,OVER-SPEED
1396,car,23,OK
1396,car,13,OK
1396,car,22,OK
1397,car,36,OK
1397,car,25,OK
1397,car,23,OK
1397,car,24,OK
1397,car,19,OK
1397,car,19,OK
1397,car,78,OVER-SPEED
1397,truck,88,OVER-SPEED
1397,car,69,OVER-SPEED
1397,car,39,OK
1397,car,89,OVER-SPEED
1397,car,13,OK
1398,car,25,OK
1398,car,34,OK
1398,car,23,OK
1398,car,39,OK
1398,car,20,OK
1398,car,66,OVER-SPEED
1398,car,21,OK
1398,truck,87,OVER-SPEED
1398,car,25,OK
1398,car,13,OK
1399,car,25,OK
1399,car,34,OK
1399,car,23,OK
1399,car,39,OK
1399,car,20,OK
1399,car,66,OVER-SPEED
1399,car,21,OK
1399,truck,87,OVER-SPEED
1399,car,25,OK
1399,car,13,OK
1400,car,37,OK
1400,car,20,OK
1400,car,24,OK
1400,car,21,OK
1400,car,23,OK
1400,car,66,OVER-SPEED
1400,car,39,OK
1400,car,27,OK
1400,car,30,OK
1400,truck,83,OVER-SPEED
1400,car,84,OVER-SPEED
1400,truck,24,OK
1401,car,37,OK
1401,car,20,OK
1401,car,37,OK
1401,car,65,OVER-SPEED
1401,car,24,OK
1401,car,21,OK
1401,car,24,OK
1401,car,24,OK
1401,car,81,OVER-SPEED
1401,truck,82,OVER-SPEED
